64,55,57,0.5,4
64,67,64,4,0
64,67,64,4,3
64.5,43,50,0.16667,2
64.5,55,57,0.16667,4
64.75,43,50,0.16667,2
64.75,55,57,0.16667,4
65,43,50,0.5,2
65,55,57,0.5,4
65.5,43,50,0.16667,2
65.5,55,57,0.16667,4
65.75,43,50,0.16667,2
65.75,55,57,0.16667,4
66,43,50,0.5,2
66,55,57,0.5,4
66.5,43,50,0.16667,2
66.5,55,57,0.16667,4
66.75,43,50,0.25,2
66.75,55,57,0.25,4
67,45,51,0.5,2
67,57,58,0.5,4
67.5,47,52,0.5,2
67.5,59,59,0.5,4
68,48,53,1,2
68,60,60,1,1
68,60,60,1,4
68,67,64,1,3
68,79,71,4,0
69,48,53,0.25,2
69,55,57,1.5,1
69,55,57,1.5,4
69,67,64,0.25,3
69.33333,48,53,0.25,2
69.33333,67,64,0.25,3
69.66667,48,53,0.25,2
69.66667,67,64,0.25,3
70,48,53,1,2
70,67,64,1,3
70.5,60,60,0.5,1
70.5,60,60,0.5,4
71,48,53,0.25,2
71,60,60,0.16667,1
71,60,60,0.16667,4
71,67,64,0.25,3
71.25,62,61,0.16667,1
71.25,62,61,0.16667,4
71.33333,48,53,0.25,2
71.33333,67,64,0.25,3
71.5,64,62,0.16667,1
71.5,64,62,0.16667,4
71.66667,48,53,0.33333,2
71.66667,67,64,0.33333,3
71.75,65,63,0.16667,1
71.75,65,63,0.16667,4
72,46,52,1,2
72,65,63,1,3
72,67,64,2.33333,1
72,67,64,2.5,4
72,77,70,4,0
73,46,52,0.25,2
73,65,63,0.25,3
73.33333,46,52,0.25,2
73.33333,65,63,0.25,3
73.66667,46,52,0.25,2
73.66667,65,63,0.25,3
74,46,52,1,2
74,65,63,1,3
74.5,62,61,0.5,4
74.5,67,64,0.33333,1
75,46,52,0.25,2
75,62,61,0.25,4
75,65,63,0.25,3
75,67,64,0.25,1
75.33333,46,52,0.25,2
75.33333,63,62,0.25,4
75.33333,65,63,0.25,3
75.33333,68,65,0.25,1
75.66667,46,52,0.33333,2
75.66667,65,63,0.33333,3
75.66667,65,63,0.25,4
75.66667,70,66,0.25,1
76,44,51,1,2
76,63,62,1,3
76,67,64,2.33333,4
76,72,67,2.33333,1
76,75,69,4,0
77,44,51,0.25,2
77,63,62,0.25,3
77.33333,44,51,0.25,2
77.33333,63,62,0.25,3
77.66667,44,51,0.25,2
77.66667,63,62,0.25,3
78,44,51,1,2
78,63,62,1,3
78.5,67,64,0.33333,4
78.5,72,67,0.33333,1
79,44,51,0.25,2
79,63,62,0.25,3
79,67,64,0.25,4
79,72,67,0.25,1
79.33333,44,51,0.25,2
79.33333,63,62,0.25,3
79.33333,65,63,0.25,4
79.33333,70,66,0.25,1
79.66667,44,51,0.33333,2
79.66667,63,62,0.33333,3
79.66667,63,62,0.25,4
79.66667,68,65,0.25,1
80,51,55,1,2
80,65,63,0.66667,4
80,70,66,0.66667,1
80,70,66,1,3
80,82,73,1,0
80.75,63,62,0.16667,4
80.75,68,65,0.16667,1
81,51,55,0.25,2
81,62,61,1.83333,4
81,67,64,1.83333,1
81,70,66,0.25,3
81,82,73,0.25,0
81.33333,51,55,0.25,2
81.33333,70,66,0.25,3
81.33333,82,73,0.25,0
81.66667,51,55,0.25,2
81.66667,70,66,0.25,3
81.66667,75,69,0.25,0
82,51,55,1,2
82,70,66,1,3
82,82,73,1.83333,0
83,51,55,0.25,2
83,67,64,1,1
83,67,64,1,4
83,70,66,0.25,3
83.33333,51,55,0.25,2
83.33333,70,66,0.25,3
83.66667,51,55,0.33333,2
83.66667,70,66,0.33333,3
84,49,54,1,2
84,65,63,0.5,1
84,65,63,0.5,4
84,68,65,1,3
84.5,65,63,0.16667,1
84.5,65,63,0.16667,4
84.75,67,64,0.16667,1
84.75,67,64,0.16667,4
85,49,54,0.25,2
85,68,65,1.83333,1
85,68,65,0.25,3
85,68,65,1.83333,4
85,77,70,0.5,0
85.33333,49,54,0.25,2
85.33333,68,65,0.25,3
85.5,77,70,0.16667,0
85.66667,49,54,0.25,2
85.66667,68,65,0.25,3
85.75,79,71,0.16667,0
86,49,54,1,2
86,68,65,1,3
86,80,72,1.83333,0
87,49,54,0.25,2
87,67,64,0.5,1
87,67,64,0.5,4
87,68,65,0.25,3
87.33333,49,54,0.25,2
87.33333,68,65,0.25,3
87.5,65,63,0.5,1
87.5,65,63,0.5,4
87.66667,49,54,0.33333,2
87.66667,68,65,0.33333,3
88,48,53,1,2
88,63,62,0.5,1
88,63,62,0.5,4
88,67,64,1,3
88.5,63,62,0.16667,1
88.5,63,62,0.16667,4
88.75,65,63,0.16667,1
88.75,65,63,0.16667,4
89,48,53,0.25,2
89,67,64,1.83333,1
89,67,64,0.25,3
89,67,64,1.83333,4
89,75,69,0.5,0
89.33333,48,53,0.25,2
89.33333,67,64,0.25,3
89.5,75,69,0.16667,0
89.66667,48,53,0.25,2
89.66667,67,64,0.25,3
89.75,77,70,0.16667,0
90,48,53,1,2
90,67,64,1,3
90,79,71,1.83333,0
91,48,53,0.25,2
91,65,63,0.5,1
91,65,63,0.5,4
91,67,64,0.25,3
91.33333,48,53,0.25,2
91.33333,67,64,0.25,3
91.5,63,62,0.5,1
91.5,63,62,0.5,4
91.66667,48,53,0.33333,2
91.66667,67,64,0.33333,3
92,50,54,1,2
92,62,61,0.5,1
92,62,61,0.5,4
92,69,65,1,3
92.5,62,61,0.16667,1
92.5,62,61,0.16667,4
92.75,64,62,0.16667,1
92.75,64,62,0.16667,4
93,50,54,0.25,2
93,66,63,1.83333,1
93,66,63,1.83333,4
93,69,65,0.25,3
93,74,68,0.5,0
93.33333,50,54,0.25,2
93.33333,69,65,0.25,3
93.5,74,68,0.16667,0
93.66667,50,54,0.25,2
93.66667,69,65,0.25,3
93.75,76,69,0.16667,0
94,50,54,1,2
94,69,65,1,3
94,78,70,1,0
95,50,54,0.25,2
95,69,65,1,1
95,69,65,0.25,3
95,69,65,1,4
95,81,72,1,0
95.33333,50,54,0.25,2
95.33333,69,65,0.25,3
95.66667,50,54,0.33333,2
95.66667,69,65,0.33333,3
96,55,57,0.5,2
96,67,64,0.5,1
96,67,64,0.5,3
96,67,64,0.5,4
96,79,71,0.5,0
96.5,55,57,0.16667,2
96.5,55,57,0.16667,4
96.5,67,64,0.16667,0
96.5,67,64,0.16667,1
96.5,67,64,0.16667,3
96.75,55,57,0.16667,2
96.75,55,57,0.16667,4
96.75,67,64,0.16667,0
96.75,67,64,0.16667,1
96.75,67,64,0.16667,3
97,55,57,0.5,2
97,55,57,0.5,4
97,67,64,0.5,0
97,67,64,0.5,1
97,67,64,0.5,3
97.5,55,57,0.16667,2
97.5,55,57,0.16667,4
97.5,67,64,0.16667,0
97.5,67,64,0.16667,1
97.5,67,64,0.16667,3
97.75,55,57,0.16667,2
97.75,55,57,0.16667,4
97.75,67,64,0.16667,0
97.75,67,64,0.16667,1
97.75,67,64,0.16667,3
98,55,57,0.5,2
98,55,57,0.5,4
98,67,64,0.5,0
98,67,64,0.5,1
98,67,64,0.5,3
98.5,55,57,0.16667,2
98.5,55,57,0.16667,4
98.5,67,64,0.16667,0
98.5,67,64,0.16667,1
98.5,67,64,0.16667,3
98.75,55,57,0.25,2
98.75,55,57,0.25,4
98.75,67,64,0.25,0
98.75,67,64,0.25,1
98.75,67,64,0.25,3
99,57,58,0.5,2
99,57,58,0.5,4
99,69,65,0.5,0
99,69,65,0.5,1
99,69,65,0.5,3
99.5,59,59,0.5,2
99.5,59,59,0.5,4
99.5,71,66,0.5,0
99.5,71,66,0.5,1
99.5,71,66,0.5,3
100,48,53,1,2
100,60,60,1,1
100,60,60,1,4
100,67,64,1,3
100,79,71,4,0
101,48,53,0.25,2
101,55,57,1.5,1
101,55,57,1.5,4
101,67,64,0.25,3
101.33333,48,53,0.25,2
101.33333,67,64,0.25,3
101.66667,48,53,0.25,2
101.66667,67,64,0.25,3
102,48,53,1,2
102,67,64,1,3
102.5,60,60,0.5,1
102.5,60,60,0.5,4
103,48,53,0.25,2
103,60,60,0.16667,1
103,60,60,0.16667,4
103,67,64,0.25,3
103.25,62,61,0.16667,1
103.25,62,61,0.16667,4
103.33333,48,53,0.25,2
103.33333,67,64,0.25,3
103.5,64,62,0.16667,1
103.5,64,62,0.16667,4
103.66667,48,53,0.33333,2
103.66667,67,64,0.33333,3
103.75,65,63,0.16667,1
103.75,65,63,0.16667,4
104,46,52,1,2
104,65,63,1,3
104,67,64,2.33333,1
104,67,64,2.5,4
104,77,70,4,0
105,46,52,0.25,2
105,65,63,0.25,3
105.33333,46,52,0.25,2
105.33333,65,63,0.25,3
105.66667,46,52,0.25,2
105.66667,65,63,0.25,3
106,46,52,1,2
106,65,63,1,3
106.5,62,61,0.5,4
106.5,67,64,0.33333,1
107,46,52,0.25,2
107,62,61,0.25,4
107,65,63,0.25,3
107,67,64,0.25,1
107.33333,46,52,0.25,2
107.33333,63,62,0.25,4
107.33333,65,63,0.25,3
107.33333,68,65,0.25,1
107.66667,46,52,0.33333,2
107.66667,65,63,0.33333,3
107.66667,65,63,0.25,4
107.66667,70,66,0.25,1
108,44,51,1,2
108,63,62,1,3
108,67,64,3,4
108,72,67,3,1
108,75,69,3,0
109,44,51,0.25,2
109,63,62,0.25,3
109.33333,44,51,0.25,2
109.33333,63,62,0.25,3
109.66667,44,51,0.25,2
109.66667,63,62,0.25,3
110,44,51,1,2
110,63,62,1,3
111,44,51,0.25,2
111,63,62,0.25,3
111,63,62,1,4
111,75,69,1,0
111,75,69,1,1
111.33333,44,51,0.25,2
111.33333,63,62,0.25,3
111.66667,44,51,0.33333,2
111.66667,63,62,0.33333,3
112,62,61,1,4
112,74,68,1,0
112,74,68,1,1
113,59,59,1.83333,4
113,71,66,1.83333,0
113,71,66,1.83333,1
115,55,57,1,4
115,67,64,1,0
115,67,64,1,1
116,44,51,0.33333,2
116,56,58,0.33333,0
116,56,58,0.33333,3
116,56,58,3,4
116,68,65,3,1
116.33333,48,53,0.25,2
116.33333,60,60,0.25,0
116.33333,60,60,0.25,3
116.66667,51,55,0.25,2
116.66667,63,62,0.25,0
116.66667,63,62,0.25,3
117,54,56,0.25,2
117,66,63,0.25,0
117,66,63,0.25,3
117.33333,60,60,0.25,2
117.33333,72,67,0.25,0
117.33333,72,67,0.25,3
117.66667,63,62,0.25,2
117.66667,75,69,0.25,0
117.66667,75,69,0.25,3
118,66,63,1.83333,2
118,75,69,1.83333,3
118,80,72,1.83333,0
119,60,60,1,4
119,72,67,1,1
120,59,59,1,4
120,67,64,1,2
120,71,66,1,1
120,74,68,1,3
120,83,73,1,0
