615.75,52,56,0.25,5
616,40,49,0.25,5
616,64,63,3,2
616,68,65,3,0
616,68,65,3,2
616,71,67,3,2
616.25,40,49,0.25,5
616.5,52,56,0.25,5
616.75,52,56,0.25,5
617,40,49,0.25,5
617.25,40,49,0.25,5
617.5,52,56,0.25,5
617.75,52,56,0.25,5
618,40,49,0.25,5
618.25,40,49,0.25,5
618.5,52,56,0.25,5
618.75,52,56,0.25,5
619,42,50,0.25,5
619,68,65,0.5,2
619,71,67,0.5,0
619,71,67,0.5,2
619,76,70,0.5,2
619.25,42,50,0.25,5
619.5,54,57,0.25,5
619.5,70,66,0.5,2
619.5,73,68,0.5,0
619.5,73,68,0.5,2
619.5,78,71,0.5,2
619.75,54,57,0.25,5
620,44,51,0.25,5
620,71,67,2,2
620,75,69,2,0
620,75,69,2,2
620,80,72,2,2
620.25,44,51,0.25,5
620.5,56,58,0.25,5
620.75,56,58,0.25,5
621,44,51,0.25,5
621.25,44,51,0.25,5
621.5,56,58,0.25,5
621.75,56,58,0.25,5
622,42,50,0.25,5
622,70,66,2,2
622,73,68,2,0
622,73,68,2,2
622,78,71,2,2
622.25,42,50,0.25,5
622.5,54,57,0.25,5
622.75,54,57,0.25,5
623,42,50,0.25,5
623.25,42,50,0.25,5
623.5,54,57,0.25,5
623.75,54,57,0.25,5
624,40,49,0.25,5
624,68,65,4,2
624,71,67,4,0
624,71,67,4,2
624,76,70,4,2
624.25,40,49,0.25,5
624.5,52,56,0.25,5
624.75,52,56,0.25,5
625,40,49,0.25,5
625.25,40,49,0.25,5
625.5,52,56,0.25,5
625.75,52,56,0.25,5
626,40,49,0.25,5
626.25,40,49,0.25,5
626.5,52,56,0.25,5
626.75,52,56,0.25,5
627,40,49,0.25,5
627.25,40,49,0.25,5
627.5,52,56,0.25,5
627.75,52,56,0.25,5
628,40,49,0.25,5
628,68,65,4,2
628,71,67,4,0
628,71,67,4,2
628,76,70,4,2
628.25,40,49,0.25,5
628.5,52,56,0.25,5
628.75,52,56,0.25,5
629,40,49,0.25,5
629.25,40,49,0.25,5
629.5,52,56,0.25,5
629.75,52,56,0.25,5
630,40,49,0.25,5
630.25,40,49,0.25,5
630.5,52,56,0.25,5
630.75,52,56,0.25,5
631,40,49,0.25,5
631.25,40,49,0.25,5
631.5,52,56,0.25,5
631.75,52,56,0.25,5
632,40,49,0.25,5
632,64,63,3,2
632,68,65,3,0
632,68,65,3,2
632,71,67,3,2
632.25,40,49,0.25,5
632.5,52,56,0.25,5
632.75,52,56,0.25,5
633,40,49,0.25,5
633.25,40,49,0.25,5
633.5,52,56,0.25,5
633.75,52,56,0.25,5
634,40,49,0.25,5
634.25,40,49,0.25,5
634.5,52,56,0.25,5
634.75,52,56,0.25,5
635,42,50,0.25,5
635,68,65,0.5,2
635,71,67,0.5,0
635,71,67,0.5,2
635,76,70,0.5,2
635.25,42,50,0.25,5
635.5,54,57,0.25,5
635.5,70,66,0.5,2
635.5,73,68,0.5,0
635.5,73,68,0.5,2
635.5,78,71,0.5,2
635.75,54,57,0.25,5
636,44,51,0.25,5
636,71,67,2,2
636,75,69,2,0
636,75,69,2,2
636,80,72,2,2
636.25,44,51,0.25,5
636.5,56,58,0.25,5
636.75,56,58,0.25,5
637,44,51,0.25,5
637.25,44,51,0.25,5
637.5,56,58,0.25,5
637.75,56,58,0.25,5
638,42,50,0.25,5
638,60,60,0.25,3
638,70,66,2,2
638,73,68,2,0
638,73,68,2,2
638,78,71,2,2
638.25,42,50,0.25,5
638.25,60,60,0.25,3
638.5,54,57,0.25,5
638.5,60,60,0.25,3
638.75,54,57,0.25,5
638.75,60,60,0.25,3
639,42,50,0.25,5
639,60,60,0.25,3
639.25,42,50,0.25,5
639.25,60,60,0.25,3
639.5,54,57,0.25,5
639.5,60,60,0.25,3
639.75,54,57,0.25,5
639.75,60,60,0.25,3
640,40,49,0.25,5
640,63,62,0.25,3
640,68,65,2,2
640,71,67,2,0
640,71,67,2,2
640,76,70,2,2
640.25,40,49,0.25,5
640.25,63,62,0.25,3
640.5,52,56,0.25,5
640.5,63,62,0.25,3
640.75,52,56,0.25,5
640.75,63,62,0.25,3
641,40,49,0.25,5
641,65,63,0.25,3
641.25,40,49,0.25,5
641.25,65,63,0.25,3
641.5,52,56,0.25,5
641.5,63,62,0.25,3
641.75,52,56,0.25,5
641.75,65,63,0.25,3
642,37,47,0.25,5
642,61,61,2,2
642,61,61,2,4
642,64,63,2,2
642,68,65,2,2
642,73,68,2,0
642,73,68,2,4
642.25,37,47,0.25,5
642.5,49,54,0.25,5
642.75,49,54,0.25,5
643,37,47,0.25,5
643,70,66,0.25,1
643.25,37,47,0.25,5
643.5,49,54,0.25,5
643.5,68,65,0.25,1
643.75,49,54,0.25,5
643.75,70,66,0.25,1
644,34,45,0.25,5
644,58,59,8,2
644,58,59,2,4
644,61,61,8,2
644,65,63,8,2
644,70,66,0.25,1
644,70,66,2,4
644.25,34,45,0.25,5
644.25,68,65,0.25,1
644.5,46,52,0.25,5
644.5,65,63,0.25,1
644.75,46,52,0.25,5
644.75,70,66,0.25,1
645,34,45,0.25,5
645,61,61,0.25,1
645.25,34,45,0.25,5
645.25,65,63,0.25,1
645.5,46,52,0.25,5
645.5,70,66,0.25,1
645.75,46,52,0.25,5
645.75,58,59,0.25,1
646,34,45,0.25,5
646,65,63,0.25,1
646.25,34,45,0.25,5
646.25,61,61,0.25,1
646.5,46,52,0.25,5
646.5,58,59,0.25,1
646.75,46,52,0.25,5
646.75,65,63,0.25,1
647,34,45,0.25,5
647,70,66,0.25,1
647.25,34,45,0.25,5
647.25,58,59,0.25,1
647.5,46,52,0.25,5
647.5,68,65,0.25,1
647.75,46,52,0.25,5
647.75,70,66,0.25,1
648,34,45,0.25,5
648,70,66,0.25,1
648.25,34,45,0.25,5
648.25,68,65,0.25,1
648.5,46,52,0.25,5
648.5,65,63,0.25,1
648.75,46,52,0.25,5
648.75,70,66,0.25,1
649,34,45,0.25,5
649,61,61,0.25,1
649.25,34,45,0.25,5
649.25,65,63,0.25,1
649.5,46,52,0.25,5
649.5,70,66,0.25,1
649.75,46,52,0.25,5
649.75,58,59,0.25,1
650,34,45,0.25,5
650,65,63,0.25,1
650.25,34,45,0.25,5
650.25,61,61,0.25,1
650.5,46,52,0.25,5
650.5,58,59,0.25,1
650.75,46,52,0.25,5
650.75,65,63,0.25,1
651,34,45,0.25,5
651,70,66,0.25,1
651.25,34,45,0.25,5
651.25,58,59,0.25,1
651.5,46,52,0.25,5
651.5,72,67,0.25,1
651.75,46,52,0.25,5
651.75,70,66,0.25,1
652,34,45,0.25,5
652,61,61,2,2
652,65,63,2,2
652,70,66,2,2
652,73,68,0.25,1
652.25,34,45,0.25,5
652.25,72,67,0.25,1
652.5,46,52,0.25,5
652.5,72,67,0.25,1
652.75,46,52,0.25,5
652.75,73,68,0.25,1
653,34,45,0.25,5
653,72,67,0.25,1
653.25,34,45,0.25,5
653.25,73,68,0.25,1
653.5,46,52,0.25,5
653.5,73,68,0.25,1
653.75,46,52,0.25,5
653.75,70,66,0.25,1
654,32,44,0.25,5
654,60,60,2,2
654,63,62,2,2
654,68,65,2,2
654,72,67,0.25,1
654.25,32,44,0.25,5
654.25,70,66,0.25,1
654.5,44,51,0.25,5
654.5,70,66,0.25,1
654.75,44,51,0.25,5
654.75,72,67,0.25,1
655,32,44,0.25,5
655,70,66,0.25,1
655.25,32,44,0.25,5
655.25,72,67,0.25,1
655.5,44,51,0.25,5
655.5,72,67,0.25,1
655.75,44,51,0.25,5
655.75,68,65,0.25,1
656,30,43,0.25,5
656,58,59,2,2
656,61,61,2,2
656,66,64,2,2
656,70,66,0.25,1
656.25,30,43,0.25,5
656.25,68,65,0.25,1
656.5,42,50,0.25,5
656.5,68,65,0.25,1
656.75,42,50,0.25,5
656.75,70,66,0.25,1
657,30,43,0.25,5
657,68,65,0.25,1
657.25,30,43,0.25,5
657.25,70,66,0.25,1
657.5,42,50,0.25,5
657.5,70,66,0.25,1
657.75,42,50,0.25,5
657.75,68,65,0.25,1
658,34,45,0.25,5
658,58,59,2,2
658,61,61,2,2
658,65,63,2,2
658,70,66,0.25,1
658.25,34,45,0.25,5
658.25,68,65,0.25,1
658.5,46,52,0.25,5
658.5,70,66,0.25,1
658.75,46,52,0.25,5
658.75,68,65,0.25,1
659,34,45,0.25,5
659,70,66,0.25,1
659.25,34,45,0.25,5
659.25,70,66,0.25,1
659.5,46,52,0.25,5
659.5,68,65,0.25,1
659.75,46,52,0.25,5
659.75,70,66,0.25,1
660,34,45,0.25,5
660,58,59,8,2
660,61,61,8,2
660,65,63,8,2
660,70,66,0.25,1
660.25,34,45,0.25,5
660.25,68,65,0.25,1
660.5,46,52,0.25,5
660.5,65,63,0.25,1
660.75,46,52,0.25,5
660.75,70,66,0.25,1
661,34,45,0.25,5
661,61,61,0.25,1
661.25,34,45,0.25,5
661.25,65,63,0.25,1
661.5,46,52,0.25,5
661.5,70,66,0.25,1
661.75,46,52,0.25,5
661.75,58,59,0.25,1
662,34,45,0.25,5
662,65,63,0.25,1
662.25,34,45,0.25,5
662.25,61,61,0.25,1
662.5,46,52,0.25,5
662.5,58,59,0.25,1
662.75,46,52,0.25,5
662.75,65,63,0.25,1
663,34,45,0.25,5
663,70,66,0.25,1
663.25,34,45,0.25,5
663.25,58,59,0.25,1
663.5,46,52,0.25,5
663.5,68,65,0.25,1
663.75,46,52,0.25,5
663.75,70,66,0.25,1
664,34,45,0.25,5
664,70,66,0.25,1
664.25,34,45,0.25,5
664.25,68,65,0.25,1
664.5,46,52,0.25,5
664.5,65,63,0.25,1
664.75,46,52,0.25,5
664.75,70,66,0.25,1
665,34,45,0.25,5
665,61,61,0.25,1
665.25,34,45,0.25,5
665.25,65,63,0.25,1
665.5,46,52,0.25,5
665.5,70,66,0.25,1
665.75,46,52,0.25,5
665.75,58,59,0.25,1
666,34,45,0.25,5
666,65,63,0.25,1
666.25,34,45,0.25,5
666.25,61,61,0.25,1
666.5,46,52,0.25,5
666.5,58,59,0.25,1
666.75,46,52,0.25,5
666.75,65,63,0.25,1
667,34,45,0.25,5
667,70,66,0.25,1
667.25,34,45,0.25,5
667.25,58,59,0.25,1
667.5,46,52,0.25,5
667.5,72,67,0.25,1
667.75,46,52,0.25,5
667.75,70,66,0.25,1
668,34,45,0.25,5
668,61,61,2,2
668,65,63,2,2
668,70,66,2,2
668,73,68,0.25,1
668.25,34,45,0.25,5
668.25,72,67,0.25,1
668.5,46,52,0.25,5
668.5,72,67,0.25,1
668.75,46,52,0.25,5
668.75,73,68,0.25,1
669,34,45,0.25,5
669,72,67,0.25,1
669.25,34,45,0.25,5
669.25,73,68,0.25,1
669.5,46,52,0.25,5
669.5,73,68,0.25,1
669.75,46,52,0.25,5
669.75,70,66,0.25,1
670,32,44,0.25,5
670,60,60,2,2
670,63,62,2,2
670,68,65,2,2
670,72,67,0.25,1
670.25,32,44,0.25,5
670.25,70,66,0.25,1
670.5,44,51,0.25,5
670.5,70,66,0.25,1
670.75,44,51,0.25,5
670.75,72,67,0.25,1
671,32,44,0.25,5
671,70,66,0.25,1
671.25,32,44,0.25,5
671.25,72,67,0.25,1
671.5,44,51,0.25,5
671.5,72,67,0.25,1
671.75,44,51,0.25,5
671.75,68,65,0.25,1
672,30,43,0.25,5
672,58,59,2,2
672,61,61,2,2
672,66,64,2,2
672,70,66,0.25,1
672.25,30,43,0.25,5
672.25,68,65,0.25,1
672.5,42,50,0.25,5
672.5,68,65,0.25,1
